State,State_Clean,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
ALABAMA,ALABAMA,,,,,,,,,,,
ARIZONA - Metropolitan Counties,ARIZONA ,Cochise,47,0,1,3,43,531,195,273,63,5
ARIZONA - Metropolitan Counties,ARIZONA ,Coconino,127,6,17,1,103,264,59,180,25,6
ARIZONA - Metropolitan Counties,ARIZONA ,Mohave,135,3,6,19,107,1983,573,1197,213,13
ARIZONA - Metropolitan Counties,ARIZONA ,Pinal,197,3,5,18,171,1469,321,987,161,
ARIZONA - Metropolitan Counties,ARIZONA ,Yavapai,193,5,0,4,184,860,155,608,97,10
ARIZONA - Metropolitan Counties,ARIZONA ,Yuma,136,7,17,6,106,807,223,502,82,7
ARIZONA - Nonmetropolitan Counties,ARIZONA ,Gila,176,1,3,5,167,384,65,252,67,
ARIZONA - Nonmetropolitan Counties,ARIZONA ,Graham,61,4,0,0,57,104,20,76,8,12
ARIZONA - Nonmetropolitan Counties,ARIZONA ,La Paz,40,1,2,3,34,310,87,181,42,1
ARIZONA - Nonmetropolitan Counties,ARIZONA ,Navajo,43,1,0,5,37,341,192,115,34,5
ARIZONA - Nonmetropolitan Counties,ARIZONA ,Santa Cruz,1,0,0,0,1,117,35,66,16,0
ARKANSAS - Metropolitan Counties,ARKANSAS ,Benton,159,3,32,3,121,,,188,61,1
ARKANSAS - Metropolitan Counties,ARKANSAS ,Cleveland,20,0,4,0,16,162,90,56,16,2
ARKANSAS - Metropolitan Counties,ARKANSAS ,Craighead,48,2,16,1,29,315,108,168,39,3
ARKANSAS - Metropolitan Counties,ARKANSAS ,Crawford,55,1,1,1,52,254,37,188,29,0
ARKANSAS - Metropolitan Counties,ARKANSAS ,Crittenden,123,3,9,8,103,286,83,182,21,1
ARKANSAS - Metropolitan Counties,ARKANSAS ,Faulkner,116,1,18,5,92,749,176,476,97,6
ARKANSAS - Metropolitan Counties,ARKANSAS ,Garland4,279,0,25,8,246,,,675,145,0
ARKANSAS - Metropolitan Counties,ARKANSAS ,Grant,28,0,3,1,24,167,53,86,28,1
ARKANSAS - Metropolitan Counties,ARKANSAS ,Jefferson,78,4,12,2,60,414,110,247,57,7
ARKANSAS - Metropolitan Counties,ARKANSAS ,Lincoln,14,0,7,0,7,40,15,20,5,0
ARKANSAS - Metropolitan Counties,ARKANSAS ,Little River,10,0,1,1,8,93,27,58,8,1
ARKANSAS - Metropolitan Counties,ARKANSAS ,Lonoke,75,1,8,0,66,374,68,220,86,4
ARKANSAS - Metropolitan Counties,ARKANSAS ,Madison,44,1,5,1,37,169,48,99,22,3
ARKANSAS - Metropolitan Counties,ARKANSAS ,Miller,57,0,8,1,48,199,68,113,18,0
ARKANSAS - Metropolitan Counties,ARKANSAS ,Perry,29,0,7,0,22,95,23,72,0,0
ARKANSAS - Metropolitan Counties,ARKANSAS ,Poinsett,42,0,4,0,38,138,60,50,28,0
ARKANSAS - Metropolitan Counties,ARKANSAS ,Pulaski,428,4,31,27,366,1638,353,1123,162,9
ARKANSAS - Metropolitan Counties,ARKANSAS ,Saline,187,7,31,2,147,,,376,81,2
ARKANSAS - Metropolitan Counties,ARKANSAS ,Sebastian,45,0,6,0,39,223,83,127,13,1
ARKANSAS - Metropolitan Counties,ARKANSAS ,Washington,177,5,6,1,165,572,139,346,87,8
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Arkansas,15,0,1,1,13,58,14,42,2,1
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Ashley,22,0,1,2,19,153,38,98,17,3
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Baxter,70,1,15,1,53,616,81,472,63,5
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Boone,199,0,30,1,168,269,79,150,40,1
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Bradley,8,0,0,0,8,51,31,12,8,0
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Calhoun,11,0,0,0,11,68,22,34,12,0
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Carroll,45,0,5,1,39,209,52,111,46,1
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Chicot,13,0,2,0,11,76,18,58,0,0
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Clark,11,0,0,0,11,70,19,42,9,0
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Cleburne,142,0,21,4,117,297,86,185,26,6
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Columbia,23,1,2,0,20,67,21,37,9,0
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Conway,46,2,13,1,30,234,43,164,27,9
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Drew,16,0,4,0,12,66,23,37,6,0
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Fulton,29,0,3,0,26,51,0,45,6,0
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Hempstead,29,0,6,1,22,143,41,75,27,1
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Howard,20,0,4,0,16,57,29,25,3,0
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Independence,153,1,44,2,106,367,110,209,48,14
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Izard,33,0,8,0,25,197,55,130,12,5
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Jackson,45,1,6,1,37,119,10,80,29,5
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Johnson,40,0,7,0,33,114,47,51,16,2
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Lee,13,1,4,0,8,101,26,64,11,1
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Logan,36,0,10,0,26,162,35,117,10,6
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Marion,32,0,9,0,23,243,80,150,13,0
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Mississippi,23,0,3,2,18,247,81,133,33,3
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Monroe,1,0,1,0,0,32,3,14,15,1
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Pike,10,0,3,0,7,73,22,49,2,1
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Pope,91,2,15,1,73,309,102,163,44,4
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Prairie,3,0,1,1,1,67,24,39,4,0
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Randolph,40,1,16,0,23,112,24,75,13,2
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Scott,22,0,2,1,19,65,28,29,8,0
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Sevier,26,0,6,0,20,88,21,53,14,2
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,St. Francis,40,0,7,6,27,286,80,206,0,2
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Union,60,3,2,3,52,273,76,174,23,2
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Van Buren,44,2,5,0,37,141,24,82,35,11
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,White,200,0,61,8,131,598,154,354,90,6
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Woodruff,6,0,0,0,6,62,18,41,3,0
ARKANSAS - Nonmetropolitan Counties,ARKANSAS ,Yell,30,0,5,0,25,177,66,90,21,1
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Alameda,633,5,27,210,391,2169,354,1324,491,21
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Butte,283,5,32,28,218,1290,524,724,42,3
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Contra Costa,332,8,28,89,207,1499,411,1053,35,11
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,El Dorado,173,3,47,29,94,1695,482,1186,27,4
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Fresno,1082,14,38,102,928,3281,1378,1304,599,129
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Imperial,211,2,11,7,191,588,178,324,86,22
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Kern,2864,29,244,433,2158,9449,2756,4680,2013,275
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Kings,125,2,19,19,85,432,114,297,21,1
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Los Angeles,5564,68,300,1443,3753,15040,2798,8595,3647,220
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Madera,457,1,34,14,408,1017,375,621,21,7
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Marin,63,1,5,12,45,738,143,591,4,1
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Merced,500,4,19,24,453,1515,487,956,72,8
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Monterey,258,3,25,36,194,1125,361,733,31,7
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Napa,69,0,11,7,51,269,55,212,2,0
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Orange,247,2,11,21,213,881,142,642,97,4
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Placer,183,3,28,13,139,1077,278,769,30,9
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Riverside,932,24,37,179,692,7220,1454,4320,1446,24
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Sacramento,2408,36,161,685,1526,8067,2276,5634,157,67
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,San Benito,33,0,7,2,24,152,34,105,13,0
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,San Bernardino,1503,27,115,189,1172,3945,1142,1875,928,53
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,San Diego,1499,10,104,224,1161,4300,901,2498,901,30
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,San Joaquin,903,5,35,162,701,2439,719,1589,131,24
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,San Luis Obispo,181,5,26,5,145,963,331,614,18,7
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,San Mateo,324,3,71,62,188,3245,297,2612,336,5
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Santa Barbara,232,2,17,26,187,1257,305,938,14,8
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Santa Clara,356,2,40,25,289,1518,178,1154,186,4
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Santa Cruz,331,5,58,34,234,1630,439,1174,17,7
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Shasta,386,4,41,34,307,824,415,332,77,12
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Solano,109,1,13,18,77,377,110,192,75,7
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Sonoma,497,1,45,36,415,1089,350,733,6,22
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Stanislaus,370,8,17,90,255,1602,559,1000,43,13
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Sutter,77,1,4,13,59,576,167,350,59,1
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Tulare,334,9,30,64,231,1893,637,1254,2,0
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Ventura,159,5,18,25,111,543,112,363,68,13
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Yolo,69,0,8,6,55,294,79,204,11,1
CALIFORNIA - Metropolitan Counties,CALIFORNIA ,Yuba,204,5,21,37,141,847,316,520,11,11
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Alpine,13,0,2,0,11,29,12,14,3,0
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Amador,66,1,3,8,54,416,146,268,2,4
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Calaveras,139,1,32,8,98,668,274,380,14,0
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Colusa,26,0,8,4,14,169,53,111,5,3
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Del Norte,84,2,11,18,53,424,192,228,4,12
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Glenn,55,2,8,8,37,362,86,239,37,3
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Humboldt,310,1,21,59,229,1092,398,661,33,17
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Inyo,60,1,9,3,47,192,86,105,1,0
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Lake,193,3,21,19,150,435,204,225,6,5
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Lassen,78,0,8,0,70,172,100,65,7,1
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Mariposa,79,0,8,2,69,171,53,115,3,0
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Mendocino,178,2,29,14,133,414,174,225,15,18
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Modoc,31,0,2,1,28,29,6,22,1,0
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Mono,25,0,3,0,22,53,21,32,0,1
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Nevada,118,0,9,6,103,424,191,226,7,1
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Plumas,128,1,9,5,113,294,116,167,11,3
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Sierra,1,0,0,0,1,31,15,16,0,0
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Siskiyou,70,5,2,2,61,146,69,69,8,1
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Tehama,95,2,14,12,67,472,179,278,15,0
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Trinity,61,2,10,9,40,190,83,101,6,2
CALIFORNIA - Nonmetropolitan Counties,CALIFORNIA ,Tuolumne,169,2,62,7,98,669,306,355,8,6
COLORADO - Metropolitan Counties,COLORADO ,Adams,513,7,94,76,336,2845,350,1608,887,23
COLORADO - Metropolitan Counties,COLORADO ,Boulder,85,1,11,8,65,617,143,431,43,3
COLORADO - Metropolitan Counties,COLORADO ,Douglas,318,2,99,21,196,2098,328,1610,160,20
COLORADO - Metropolitan Counties,COLORADO ,Elbert,5,0,1,0,4,5,1,2,2,1
COLORADO - Metropolitan Counties,COLORADO ,El Paso,484,7,112,50,315,2351,402,1509,440,23
COLORADO - Metropolitan Counties,COLORADO ,Gilpin,25,0,2,4,19,83,21,55,7,1
COLORADO - Metropolitan Counties,COLORADO ,Larimer,211,2,24,7,178,753,134,531,88,8
COLORADO - Metropolitan Counties,COLORADO ,Mesa,164,5,36,18,105,1059,249,694,116,17
COLORADO - Metropolitan Counties,COLORADO ,Park,41,1,6,1,33,65,17,42,6,2
COLORADO - Metropolitan Counties,COLORADO ,Pueblo,45,2,0,5,38,1058,183,720,155,1
COLORADO - Metropolitan Counties,COLORADO ,Teller,13,0,1,0,12,53,14,31,8,1
COLORADO - Metropolitan Counties,COLORADO ,Weld,136,2,24,10,100,664,128,415,121,8
COLORADO - Nonmetropolitan Counties,COLORADO ,Archuleta,46,0,13,1,32,125,38,73,14,1
COLORADO - Nonmetropolitan Counties,COLORADO ,Baca,3,0,0,0,3,2,0,1,1,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Bent,17,1,3,1,12,166,57,96,13,1
COLORADO - Nonmetropolitan Counties,COLORADO ,Chaffee,3,0,2,0,1,57,10,38,9,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Cheyenne,3,0,0,0,3,14,2,12,0,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Crowley,5,0,1,0,4,61,25,30,6,1
COLORADO - Nonmetropolitan Counties,COLORADO ,Custer,8,0,0,0,8,67,7,53,7,1
COLORADO - Nonmetropolitan Counties,COLORADO ,Dolores,1,0,0,0,1,22,13,5,4,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Eagle,28,0,12,0,16,190,25,154,11,2
COLORADO - Nonmetropolitan Counties,COLORADO ,Fremont,35,1,9,1,24,198,51,110,37,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Garfield,70,0,15,4,51,205,55,130,20,4
COLORADO - Nonmetropolitan Counties,COLORADO ,Gunnison,6,0,1,0,5,21,2,15,4,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Huerfano,24,0,4,1,19,151,51,78,22,1
COLORADO - Nonmetropolitan Counties,COLORADO ,Kiowa,2,0,0,0,2,14,4,8,2,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Kit Carson,4,1,1,0,2,42,19,21,2,1
COLORADO - Nonmetropolitan Counties,COLORADO ,La Plata,50,1,19,0,30,197,54,125,18,3
COLORADO - Nonmetropolitan Counties,COLORADO ,Las Animas,16,1,1,0,14,53,18,31,4,2
COLORADO - Nonmetropolitan Counties,COLORADO ,Logan,33,1,7,0,25,109,51,42,16,1
COLORADO - Nonmetropolitan Counties,COLORADO ,Moffat,15,0,0,0,15,10,1,9,0,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Montezuma,15,1,1,1,12,136,52,71,13,1
COLORADO - Nonmetropolitan Counties,COLORADO ,Montrose,20,0,3,0,17,176,59,108,9,1
COLORADO - Nonmetropolitan Counties,COLORADO ,Morgan,21,1,9,0,11,127,49,66,12,3
COLORADO - Nonmetropolitan Counties,COLORADO ,Otero,21,4,7,0,10,92,24,47,21,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Phillips,2,0,0,0,2,2,0,2,0,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Pitkin,2,0,2,0,0,23,2,19,2,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Prowers,2,0,0,0,2,16,3,9,4,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Rio Grande,3,0,0,1,2,55,17,31,7,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Routt,5,1,1,0,3,48,8,37,3,0
COLORADO - Nonmetropolitan Counties,COLORADO ,San Juan,1,0,0,0,1,9,0,6,3,0
COLORADO - Nonmetropolitan Counties,COLORADO ,San Miguel,2,0,0,0,2,5,2,3,0,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Summit,36,0,16,1,19,237,44,189,4,2
COLORADO - Nonmetropolitan Counties,COLORADO ,Washington,3,1,0,1,1,74,7,52,15,0
COLORADO - Nonmetropolitan Counties,COLORADO ,Yuma,4,0,3,0,1,44,15,28,1,0
DELAWARE - Metropolitan Counties,DELAWARE ,New Castle County Police Department,912,8,103,112,689,4125,668,2955,502,0
FLORIDA - Metropolitan Counties,FLORIDA ,Alachua,738,4,111,99,524,1817,414,1260,143,19
FLORIDA - Metropolitan Counties,FLORIDA ,Baker,121,0,14,7,100,275,63,181,31,0
FLORIDA - Metropolitan Counties,FLORIDA ,Bay,360,4,51,26,279,2192,464,1544,184,6
FLORIDA - Metropolitan Counties,FLORIDA ,Brevard,540,8,52,54,426,3548,656,2589,303,14
FLORIDA - Metropolitan Counties,FLORIDA ,Broward,349,2,26,93,228,694,99,527,68,1
FLORIDA - Metropolitan Counties,FLORIDA ,Charlotte,301,2,41,16,242,1833,262,1445,126,9
FLORIDA - Metropolitan Counties,FLORIDA ,Citrus,366,4,29,40,293,2046,394,1466,186,14
FLORIDA - Metropolitan Counties,FLORIDA ,Clay,510,4,86,64,356,2876,496,2213,167,10
FLORIDA - Metropolitan Counties,FLORIDA ,Collier,864,8,124,144,588,3884,433,3177,274,7
FLORIDA - Metropolitan Counties,FLORIDA ,Escambia,1451,24,149,299,979,7196,1540,5117,539,3
FLORIDA - Metropolitan Counties,FLORIDA ,Flagler,172,3,36,8,125,1022,150,803,69,3
FLORIDA - Metropolitan Counties,FLORIDA ,Gadsden,77,0,15,7,55,264,114,138,12,1
FLORIDA - Metropolitan Counties,FLORIDA ,Gilchrist,33,0,8,1,24,145,53,68,24,0
FLORIDA - Metropolitan Counties,FLORIDA ,Hernando,465,6,58,43,358,2258,397,1690,171,9
FLORIDA - Metropolitan Counties,FLORIDA ,Highlands,209,5,20,40,144,1755,401,1279,75,5
FLORIDA - Metropolitan Counties,FLORIDA ,Hillsborough,1752,32,248,278,1194,11353,1460,8948,945,33
FLORIDA - Metropolitan Counties,FLORIDA ,Indian River,274,5,24,18,227,1398,177,1123,98,0
FLORIDA - Metropolitan Counties,FLORIDA ,Jefferson,69,1,2,1,65,157,61,82,14,1
FLORIDA - Metropolitan Counties,FLORIDA ,Lake,445,3,66,51,325,2231,567,1404,260,11
FLORIDA - Metropolitan Counties,FLORIDA ,Lee,1236,9,191,256,780,4632,806,3398,428,29
FLORIDA - Metropolitan Counties,FLORIDA ,Leon,322,1,35,22,264,1447,273,1059,115,1
FLORIDA - Metropolitan Counties,FLORIDA ,Levy,462,1,17,2,442,527,225,243,59,4
FLORIDA - Metropolitan Counties,FLORIDA ,Manatee,1368,10,179,173,1006,4650,648,3659,343,15
FLORIDA - Metropolitan Counties,FLORIDA ,Marion,1014,24,171,96,723,3987,853,2614,520,4
FLORIDA - Metropolitan Counties,FLORIDA ,Martin,293,3,83,34,173,1528,199,1265,64,3
FLORIDA - Metropolitan Counties,FLORIDA ,Miami-Dade,5353,90,478,1294,3491,31822,2869,25805,3148,74
FLORIDA - Metropolitan Counties,FLORIDA ,Nassau,174,1,35,4,134,919,332,514,73,5
FLORIDA - Metropolitan Counties,FLORIDA ,Okaloosa,535,7,82,39,407,2375,271,1912,192,2
FLORIDA - Metropolitan Counties,FLORIDA ,Orange,4874,58,437,1112,3267,20832,3236,15470,2126,0
FLORIDA - Metropolitan Counties,FLORIDA ,Osceola,678,9,80,86,503,4509,830,3408,271,5
FLORIDA - Metropolitan Counties,FLORIDA ,Palm Beach,1589,31,215,290,1053,9137,1073,7255,809,26
FLORIDA - Metropolitan Counties,FLORIDA ,Pasco,1452,13,225,259,955,6456,993,4969,494,46
FLORIDA - Metropolitan Counties,FLORIDA ,Pinellas,466,7,91,62,306,3831,507,3090,234,11
FLORIDA - Metropolitan Counties,FLORIDA ,Polk,1166,10,63,128,965,5089,971,3572,546,6
FLORIDA - Metropolitan Counties,FLORIDA ,Santa Rosa,209,4,54,14,137,1360,276,973,111,7
FLORIDA - Metropolitan Counties,FLORIDA ,Sarasota,475,3,26,64,382,4183,583,3398,202,6
FLORIDA - Metropolitan Counties,FLORIDA ,Seminole,445,4,83,45,313,2551,392,1977,182,5
FLORIDA - Metropolitan Counties,FLORIDA ,St. Johns,281,5,24,32,220,2104,297,1657,150,4
FLORIDA - Metropolitan Counties,FLORIDA ,St. Lucie,259,2,42,36,179,1160,210,842,108,8
FLORIDA - Metropolitan Counties,FLORIDA ,Sumter,176,5,15,13,143,884,194,589,101,4
FLORIDA - Metropolitan Counties,FLORIDA ,Volusia,546,7,60,87,392,2205,421,1572,212,14
FLORIDA - Metropolitan Counties,FLORIDA ,Wakulla,75,0,11,2,62,503,124,346,33,1
FLORIDA - Metropolitan Counties,FLORIDA ,Walton,114,1,15,4,94,755,130,569,56,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Bradford,65,0,12,3,50,226,82,123,21,1
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Calhoun,30,1,0,1,28,78,27,42,9,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Columbia,158,1,17,19,121,894,361,483,50,2
FLORIDA - Nonmetropolitan Counties,FLORIDA ,DeSoto,104,0,17,6,81,512,147,321,44,2
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Dixie,85,1,14,2,68,147,88,44,15,1
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Franklin,59,0,1,0,58,211,33,169,9,2
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Glades,24,0,2,0,22,124,20,92,12,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Gulf,29,1,1,0,27,156,47,97,12,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Hamilton,41,1,4,4,32,186,56,119,11,1
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Hardee,47,1,4,4,38,270,79,167,24,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Hendry,126,7,19,11,89,630,254,328,48,3
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Holmes,72,0,12,3,57,158,54,97,7,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Lafayette,13,0,1,0,12,37,12,20,5,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Liberty,19,1,0,1,17,66,22,35,9,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Madison,109,0,14,3,92,174,71,101,2,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Monroe,186,2,19,23,142,681,86,557,38,6
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Okeechobee,162,2,21,25,114,780,153,549,78,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Putnam,124,4,21,10,89,797,217,528,52,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Suwannee,148,2,17,2,127,432,137,269,26,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Taylor,71,0,9,4,58,229,91,108,30,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Union,47,0,12,3,32,83,30,47,6,0
FLORIDA - Nonmetropolitan Counties,FLORIDA ,Washington,32,0,0,1,31,132,44,74,14,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Brooks,50,0,5,1,44,196,47,122,27,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Bryan,47,1,5,9,32,277,45,217,15,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Burke,27,0,2,3,22,225,57,142,26,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Butts,57,2,6,3,46,329,40,266,23,1
GEORGIA - Metropolitan Counties6,GEORGIA ,Cherokee,74,0,19,12,43,1145,149,902,94,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Clayton County Police Department,1440,33,220,422,765,7364,1627,4595,1142,20
GEORGIA - Metropolitan Counties6,GEORGIA ,Cobb,6,0,0,0,6,74,0,71,3,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Coweta,596,5,53,10,528,1007,179,730,98,3
GEORGIA - Metropolitan Counties6,GEORGIA ,Dougherty,0,0,0,0,0,56,0,55,1,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Dougherty County Police Department,38,0,5,9,24,284,84,173,27,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Echols,3,0,1,0,2,19,9,10,0,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Fayette,50,4,7,5,34,346,93,222,31,2
GEORGIA - Metropolitan Counties6,GEORGIA ,Forsyth,123,1,22,7,93,1377,180,1077,120,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Hall,252,4,37,20,191,1315,288,876,151,4
GEORGIA - Metropolitan Counties6,GEORGIA ,Haralson,146,1,8,2,135,384,102,234,48,3
GEORGIA - Metropolitan Counties6,GEORGIA ,Heard,18,0,1,2,15,96,25,60,11,2
GEORGIA - Metropolitan Counties6,GEORGIA ,Jasper,69,0,2,2,65,193,34,144,15,1
GEORGIA - Metropolitan Counties6,GEORGIA ,Jones,22,0,2,2,18,303,81,192,30,1
GEORGIA - Metropolitan Counties6,GEORGIA ,Lanier,22,0,0,1,21,117,33,71,13,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Lee,41,0,6,11,24,494,103,356,35,1
GEORGIA - Metropolitan Counties6,GEORGIA ,Madison,99,1,3,2,93,363,60,280,23,4
GEORGIA - Metropolitan Counties6,GEORGIA ,Marion,2,0,0,0,2,29,9,17,3,0
GEORGIA - Metropolitan Counties6,GEORGIA ,McDuffie,28,0,3,6,19,178,67,101,10,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Meriwether,42,2,5,2,33,257,64,173,20,1
